ts_sec,rel_ms,current_mA
1757011766.727470,16578.874,0.060
1757011766.729539,16580.943,0.060
1757011766.731609,16583.012,0.060
1757011766.733677,16585.081,0.060
1757011766.735746,16587.150,0.060
1757011766.737816,16589.220,0.060
1757011766.739885,16591.289,0.060
1757011766.741953,16593.357,0.060
1757011766.744021,16595.425,0.060
1757011766.746090,16597.494,0.060
1757011766.748158,16599.561,0.060
1757011766.750227,16601.631,0.060
1757011766.752293,16603.696,0.060
1757011766.754362,16605.765,0.060
1757011766.756431,16607.834,0.060
1757011766.758500,16609.903,0.060
1757011766.760567,16611.970,0.060
1757011766.762635,16614.039,0.060
1757011766.764704,16616.108,0.060
1757011766.766773,16618.177,0.060
1757011766.768840,16620.243,0.060
1757011766.770908,16622.312,0.060
1757011766.772980,16624.384,0.060
1757011766.775049,16626.452,0.060
1757011766.777118,16628.521,0.060
1757011766.779187,16630.590,0.060
1757011766.781256,16632.659,0.060
1757011766.783325,16634.728,0.060
1757011766.785394,16636.798,0.060
1757011766.787463,16638.866,0.060
1757011766.789531,16640.935,0.060
1757011766.791600,16643.003,0.060
1757011766.793669,16645.072,0.060
1757011766.795738,16647.141,0.060
1757011766.797807,16649.210,0.060
1757011766.799876,16651.280,0.060
1757011766.801946,16653.349,0.060
1757011766.804022,16655.426,0.060
1757011766.806091,16657.495,0.060
1757011766.808159,16659.562,0.060
1757011766.810228,16661.631,0.060
1757011766.812296,16663.699,0.060
1757011766.814365,16665.768,0.060
1757011766.816433,16667.836,0.060
1757011766.818501,16669.905,0.060
1757011766.820567,16671.971,0.060
1757011766.822636,16674.040,0.060
1757011766.824702,16676.106,0.060
1757011766.826772,16678.175,0.060
1757011766.828840,16680.244,0.060
1757011766.830909,16682.313,0.060
1757011766.832978,16684.381,0.060
1757011766.835046,16686.450,0.060
1757011766.837113,16688.516,0.060
1757011766.839181,16690.584,0.060
1757011766.841251,16692.655,0.060
1757011766.843321,16694.724,0.060
1757011766.845390,16696.794,0.060
1757011766.847459,16698.862,0.060
1757011766.849527,16700.930,0.060
1757011766.851595,16702.998,0.060
1757011766.853663,16705.066,0.060
1757011766.855731,16707.135,0.060
1757011766.857800,16709.204,0.060
1757011766.859869,16711.273,0.060
1757011766.861939,16713.342,0.060
1757011766.864022,16715.426,0.060
1757011766.866091,16717.494,0.060
1757011766.868157,16719.560,0.060
1757011766.870225,16721.628,0.060
1757011766.872292,16723.695,0.060
1757011766.874360,16725.764,0.060
1757011766.876426,16727.829,0.060
1757011766.878495,16729.898,0.060
1757011766.880563,16731.966,0.060
1757011766.882632,16734.035,0.060
1757011766.884702,16736.105,0.060
1757011766.886770,16738.174,0.060
1757011766.888839,16740.243,0.060
1757011766.890908,16742.311,0.060
1757011766.892976,16744.379,0.060
1757011766.895046,16746.449,0.060
1757011766.897113,16748.517,0.060
1757011766.899182,16750.586,0.060
1757011766.901251,16752.654,0.060
1757011766.903321,16754.724,0.060
1757011766.905389,16756.792,0.060
1757011766.907458,16758.861,0.060
1757011766.909528,16760.931,0.060
1757011766.911597,16763.001,0.060
1757011766.913665,16765.069,0.060
1757011766.915734,16767.138,0.060
1757011766.917803,16769.206,0.060
1757011766.919871,16771.275,0.060
1757011766.921940,16773.344,0.060
1757011766.924027,16775.430,0.060
1757011766.926096,16777.499,0.060
1757011766.928165,16779.569,0.060
1757011766.930234,16781.638,0.060
1757011766.932301,16783.705,0.060
1757011766.934370,16785.774,0.060
1757011766.936439,16787.842,0.060
1757011766.938508,16789.912,0.060
1757011766.940578,16791.981,0.060
1757011766.942647,16794.050,0.060
1757011766.944713,16796.117,0.060
1757011766.946785,16798.188,0.060
1757011766.948851,16800.254,0.060
1757011766.950920,16802.323,0.060
1757011766.952989,16804.393,0.060
1757011766.955058,16806.462,0.060
1757011766.957127,16808.530,0.060
1757011766.959195,16810.599,0.060
1757011766.961264,16812.667,0.060
1757011766.963333,16814.736,0.060
1757011766.965402,16816.805,0.060
1757011766.967471,16818.875,0.060
1757011766.969543,16820.946,0.060
1757011766.971612,16823.015,0.060
1757011766.973682,16825.085,0.060
1757011766.975750,16827.154,0.060
