timestamp,iteration,elapsed_time,iteration_time
15:27:32.187958,403,4.788447,0.001267
15:27:32.200426,404,4.800915,0.001973
15:27:32.212186,405,4.812675,0.001207
15:27:32.224989,406,4.825479,0.002247
15:27:32.236877,407,4.837367,0.001388
15:27:32.248935,408,4.849425,0.001370
15:27:32.260807,409,4.861297,0.001272
15:27:32.272644,410,4.873134,0.001302
15:27:32.284507,411,4.884997,0.001306
15:27:32.296390,412,4.896879,0.001274
15:27:32.308361,413,4.908850,0.001353
15:27:32.320631,414,4.921121,0.001697
15:27:32.332453,415,4.932943,0.001255
15:27:32.344398,416,4.944887,0.001391
15:27:32.356312,417,4.956801,0.001313
15:27:32.368278,418,4.968767,0.001315
15:27:32.380705,419,4.981194,0.001802
15:27:32.393058,420,4.993547,0.001816
15:27:32.406543,421,5.007032,0.002276
15:27:32.418131,422,5.018620,0.001006
15:27:32.428945,423,5.029434,0.000610
15:27:32.440180,424,5.040669,0.000965
15:27:32.451483,425,5.051972,0.001003
15:27:32.463469,426,5.063959,0.001730
15:27:32.474764,427,5.075253,0.000699
15:27:32.486963,428,5.087452,0.001453
15:27:32.498956,429,5.099446,0.001291
15:27:32.511694,430,5.112184,0.002017
15:27:32.524710,431,5.125200,0.001512
15:27:32.537175,432,5.137665,0.001792
15:27:32.550033,433,5.150522,0.001931
15:27:32.562483,434,5.162972,0.001655
15:27:32.574897,435,5.175386,0.001739
15:27:32.586003,436,5.186492,0.000556
15:27:32.598586,437,5.199075,0.002245
15:27:32.611438,438,5.211927,0.001958
15:27:32.623097,439,5.223587,0.001077
15:27:32.636665,440,5.237154,0.002405
15:27:32.649055,441,5.249545,0.001754
15:27:32.662689,442,5.263179,0.002113
15:27:32.673913,443,5.274403,0.000682
15:27:32.684686,444,5.285176,0.000557
15:27:32.695666,445,5.296155,0.000545
15:27:32.706496,446,5.306986,0.000578
15:27:32.717268,447,5.317758,0.000581
15:27:32.727998,448,5.328488,0.000549
15:27:32.738878,449,5.339367,0.000704
15:27:32.749902,450,5.350392,0.000769
15:27:32.760875,451,5.361365,0.000739
15:27:32.771899,452,5.372389,0.000819
15:27:32.782787,453,5.383276,0.000658
15:27:32.793972,454,5.394461,0.001005
15:27:32.805834,455,5.406323,0.001530
15:27:32.817260,456,5.417750,0.001097
15:27:32.828682,457,5.429172,0.001076
15:27:32.841384,458,5.441874,0.002052
15:27:32.853775,459,5.454265,0.001719
15:27:32.866159,460,5.466649,0.001306
15:27:32.877999,461,5.478488,0.001267
15:27:32.889915,462,5.490405,0.001365
15:27:32.902069,463,5.502558,0.001275
15:27:32.914285,464,5.514775,0.001269
15:27:32.926317,465,5.526807,0.001359
15:27:32.938205,466,5.538694,0.001323
15:27:32.950618,467,5.551107,0.001860
15:27:32.962553,468,5.563043,0.001017
15:27:32.974929,469,5.575418,0.001873
15:27:32.987550,470,5.588039,0.001756
15:27:32.999639,471,5.600129,0.001477
15:27:33.012161,472,5.612650,0.001238
15:27:33.023941,473,5.624430,0.001216
15:27:33.036226,474,5.636716,0.001487
15:27:33.048269,475,5.648759,0.001191
15:27:33.061218,476,5.661708,0.002308
15:27:33.073800,477,5.674289,0.002099
15:27:33.086708,478,5.687197,0.002303
15:27:33.099390,479,5.699880,0.002120
15:27:33.112521,480,5.713011,0.001633
15:27:33.124452,481,5.724941,0.001256
15:27:33.136403,482,5.736892,0.001367
15:27:33.148230,483,5.748719,0.001238
15:27:33.160104,484,5.760594,0.001314
15:27:33.172097,485,5.772587,0.001204
15:27:33.184134,486,5.784623,0.001224
15:27:33.196147,487,5.796637,0.001204
15:27:33.208085,488,5.808574,0.001180
15:27:33.220051,489,5.820540,0.001241
15:27:33.232589,490,5.833078,0.001785
15:27:33.245352,491,5.845842,0.001821
15:27:33.257749,492,5.858238,0.001331
15:27:33.270148,493,5.870637,0.001816
15:27:33.283158,494,5.883647,0.001981
15:27:33.296052,495,5.896542,0.001877
15:27:33.308660,496,5.909149,0.001897
15:27:33.321322,497,5.921812,0.001354
15:27:33.333355,498,5.933845,0.001319
15:27:33.345762,499,5.946252,0.001702
15:27:33.358136,500,5.958626,0.001300
15:27:33.370091,501,5.970581,0.001297
15:27:33.382013,502,5.982502,0.001307
15:27:33.393906,503,5.994395,0.001331
15:27:33.406296,504,6.006785,0.001824
15:27:33.418719,505,6.019208,0.001763
15:27:33.429675,506,6.030164,0.000313
15:27:33.440377,507,6.040867,0.000459
15:27:33.451169,508,6.051659,0.000476
15:27:33.461991,509,6.062480,0.000485
15:27:33.473537,510,6.074027,0.001195
15:27:33.485821,511,6.086310,0.001712
15:27:33.498915,512,6.099405,0.001844
15:27:33.511920,513,6.112410,0.001826
15:27:33.524933,514,6.125422,0.002124
15:27:33.538114,515,6.138603,0.002637
15:27:33.550985,516,6.151474,0.001887
15:27:33.563751,517,6.164241,0.001903
15:27:33.575212,518,6.175701,0.000766
15:27:33.586476,519,6.186965,0.001044
15:27:33.598887,520,6.199377,0.001909
15:27:33.611565,521,6.212054,0.002122
15:27:33.624227,522,6.224716,0.001838
15:27:33.635270,523,6.235759,0.000518
15:27:33.646640,524,6.247129,0.000878
15:27:33.658936,525,6.259425,0.001735
15:27:33.670003,526,6.270493,0.000467
15:27:33.680577,527,6.281066,0.000348
15:27:33.691237,528,6.291727,0.000288
15:27:33.701881,529,6.302371,0.000297
15:27:33.712538,530,6.313028,0.000299
15:27:33.723329,531,6.323818,0.000443
15:27:33.734108,532,6.334598,0.000451
15:27:33.745529,533,6.346019,0.000769
15:27:33.757086,534,6.357575,0.000850
15:27:33.768371,535,6.368860,0.000817
15:27:33.780808,536,6.381298,0.001894
15:27:33.793467,537,6.393957,0.001841
15:27:33.806318,538,6.406808,0.001957
15:27:33.819485,539,6.419975,0.002376
15:27:33.831964,540,6.432453,0.001852
15:27:33.845488,541,6.445977,0.002360
15:27:33.858057,542,6.458546,0.001865
15:27:33.871283,543,6.471772,0.002018
15:27:33.883641,544,6.484130,0.001620
15:27:33.896014,545,6.496504,0.001665
15:27:33.908051,546,6.508540,0.001361
15:27:33.920173,547,6.520663,0.001556
15:27:33.931796,548,6.532285,0.000682
15:27:33.944087,549,6.544576,0.001574
15:27:33.956490,550,6.556979,0.001884
15:27:33.968981,551,6.569470,0.001581
15:27:33.981039,552,6.581528,0.001386
15:27:33.993366,553,6.593856,0.001725
15:27:34.005542,554,6.606032,0.001339
15:27:34.017386,555,6.617876,0.001189
15:27:34.029266,556,6.629755,0.001229
15:27:34.041196,557,6.641685,0.001321
15:27:34.054059,558,6.654549,0.002166
15:27:34.065130,559,6.665620,0.000518
15:27:34.076066,560,6.676555,0.000602
15:27:34.087215,561,6.687705,0.000497
15:27:34.098026,562,6.698515,0.000529
15:27:34.109632,563,6.710121,0.001339
15:27:34.121390,564,6.721879,0.001303
15:27:34.133560,565,6.734050,0.001315
15:27:34.146133,566,6.746623,0.001708
15:27:34.158566,567,6.759056,0.001457
15:27:34.171483,568,6.771972,0.001967
15:27:34.183723,569,6.784213,0.001389
15:27:34.196274,570,6.796763,0.001584
15:27:34.208264,571,6.808753,0.001234
15:27:34.220366,572,6.820855,0.001284
