ts_sec,rel_ms,current_mA
1757368514.505222,44176.156,0.060
1757368514.507291,44178.224,0.060
1757368514.509360,44180.293,0.060
1757368514.511429,44182.362,0.060
1757368514.513497,44184.431,0.060
1757368514.515566,44186.500,0.060
1757368514.517635,44188.569,0.060
1757368514.519704,44190.637,0.060
1757368514.521773,44192.706,0.060
1757368514.523841,44194.775,0.060
1757368514.525909,44196.843,0.060
1757368514.527978,44198.911,0.060
1757368514.530047,44200.980,0.060
1757368514.532115,44203.048,0.060
1757368514.534183,44205.117,0.060
1757368514.536250,44207.183,0.060
1757368514.538320,44209.254,0.060
1757368514.540391,44211.324,0.060
1757368514.542460,44213.393,0.060
1757368514.544527,44215.461,0.060
1757368514.546596,44217.529,0.060
1757368514.548662,44219.595,0.060
1757368514.550731,44221.664,0.060
1757368514.552800,44223.734,0.060
1757368514.554869,44225.802,0.060
1757368514.556937,44227.870,0.060
1757368514.559005,44229.939,0.060
1757368514.561073,44232.007,0.060
1757368514.563142,44234.075,0.060
1757368514.565209,44236.143,0.060
1757368514.567278,44238.212,0.060
1757368514.569347,44240.281,0.060
1757368514.571415,44242.349,0.060
1757368514.573484,44244.418,0.060
1757368514.575553,44246.487,0.060
1757368514.577622,44248.555,0.060
1757368514.579690,44250.624,0.060
1757368514.581759,44252.692,0.060
1757368514.583828,44254.761,0.060
1757368514.585896,44256.830,0.060
1757368514.587965,44258.899,0.060
1757368514.590034,44260.967,0.060
1757368514.592101,44263.034,0.060
1757368514.594170,44265.103,0.060
1757368514.596238,44267.171,0.060
1757368514.598307,44269.240,0.060
1757368514.600373,44271.307,0.060
1757368514.602442,44273.375,0.060
1757368514.604510,44275.444,0.060
1757368514.606579,44277.513,0.060
1757368514.608647,44279.581,0.060
1757368514.610716,44281.649,0.060
1757368514.612785,44283.718,0.060
1757368514.614853,44285.787,0.060
1757368514.616920,44287.853,0.060
1757368514.618989,44289.922,0.060
1757368514.621057,44291.990,0.060
1757368514.623126,44294.059,0.060
1757368514.625194,44296.127,0.060
1757368514.627263,44298.197,0.060
1757368514.629331,44300.265,0.060
1757368514.631399,44302.333,0.060
1757368514.633471,44304.404,0.060
1757368514.635539,44306.473,0.060
